WorkerId	ID	Input.compound	Answer.Qhead	Answer.Qmodifier	Answer.Qheadmodifier	equivalents	Input.noun	Input.modifier	Input.nounlemma	Input.modifierlemma	Input.order	AssignmentStatus
azevedo-410116	160	sétima arte	5	2	1	cinema - filme	arte	sétima	arte	sétimo	AN	Approved
azevedo-410116	161	sexto sentido	5	0	0	instinto - percepção extrassensorial	sentido	sexto	sentido	sexto	AN	Approved
azevedo-410116	163	sistema político	5	5	5	governo - sistema de governo	sistema	político	sistema	político	NA	Approved
azevedo-410116	164	tapete vermelho	5	5	5	tapete da fama - tapete dos famosos	tapete	vermelho	tapete	vermelho	NA	Approved
azevedo-410116	165	tartaruga-marinha	5	3	4	tartaruga aquatica - tartaruga do mar	tartaruga	marinha	tartaruga	marinho	NA	Approved
azevedo-410116	166	tela plana	4	5	3	ecrã - monitor	tela	plana	tela	plano	NA	Approved
azevedo-410116	172	trabalho escravo	5	4	3	escravidão - trabalho forçado	trabalho	escravo	trabalho	escravo	NA	Approved
azevedo-410116	176	vista grossa	3	1	0	ignorar propositalmente - não perceber deliberadamente	vista	grossa	vista	grosso	NA	Approved
azevedo-410116	178	vôo doméstico	5	3	2	vôo comun - vôo de passageiro	vôo	doméstico	vôo	doméstico	NA	Approved
azevedo-410116	180	voto secreto	5	5	5	escolha secreta - votação secreta	voto	secreto	voto	secreto	NA	Approved
bandeira146580	3	agente secreto	4	4	4	espião - serviço secreto	agente	secreto	agente	secreto	NA	Approved
bandeira146580	5	água mineral	5	5	5	água de beber - água para consumo	água	mineral	água	mineral	NA	Approved
bandeira146580	8	alta temporada	5	2	3	alta estação - época de férias	temporada	alta	temporada	alto	AN	Approved
bandeira146580	14	amor-próprio	4	5	4	auto estima - repeito proprio	amor	próprio	amor	próprio	NA	Approved
bandeira146580	17	ar livre	5	5	5	ao ceu aberto - no exterior	ar	livre	ar	livre	NA	Approved
bandeira146580	18	arma branca	5	2	1	armas perfurocortante - armas sem munição	arma	branca	arma	branco	NA	Approved
bandeira146580	24	braço direito	1	1	1	pessoa de confiança - segundo em comando	braço	direito	braço	direito	NA	Approved
bandeira146580	26	café colonial	1	2	0	café da manhã - café farto	café	colonial	café	colonial	NA	Approved
bandeira146580	31	carne branca	5	2	2	carne de aves e peixes - carne não-bovina	carne	branca	carne	branco	NA	Approved
bandeira146580	32	carne vermelha	5	3	3	carne bovina - carne de gado	carne	vermelha	carne	vermelho	NA	Approved
bandeira146580	33	carro-forte	5	4	3	transporte de bens valiosos - transporte de grandes quantias	carro	forte	carro	forte	NA	Approved
bandeira146580	35	centro comercial	3	3	3	conjunto de lojas - shopping	centro	comercial	centro	comercial	NA	Approved
bandeira146580	36	centro espírita	2	5	3	local de prática do espiritismo - templo espirita	centro	espírita	centro	espírita	NA	Approved
bandeira146580	37	cerca viva	4	4	4	parede de plantas - parede verde	cerca	viva	cerca	vivo	NA	Approved
bandeira146580	44	colégio militar	5	5	3	colégio de filosofia militar - colégio de militares	colégio	militar	colégio	militar	NA	Approved
bandeira146580	46	comida caseira	5	4	5	comida de pai - comida de vó - comida feita em casa	comida	caseira	comida	caseiro	NA	Approved
bandeira146580	47	companhia aérea	5	5	4	companhia de taxi aéreo - empresa de taxi aéreo	companhia	aérea	companhia	aéreo	NA	Approved
bandeira146580	48	conta-corrente	3	3	4	conta bancaria - conta no banco	conta	corrente	conta	corrente	NA	Approved
bandeira146580	51	cordas vocais	0	5	0	orgão vibratório - voz	cordas	vocais	corda	vocal	NA	Approved
bandeira146580	52	curto-circuito	4	1	1	circuito com alta corrent - circuito com baixa resistencia	circuito	curto	circuito	curto	AN	Approved
bandeira146580	53	deputado federal	5	5	5	funcionario publico - politico	deputado	federal	deputado	federal	NA	Approved
bandeira146580	56	disco rígido	3	5	2	memoria fisica - sistema de armazenamento	disco	rígido	disco	rígido	NA	Approved
bandeira146580	60	escada rolante	5	5	5	escada automatizada - escada eletricamente funcional	escada	rolante	escada	rolante	NA	Approved
bandeira146580	63	exames laboratoriais	5	5	5	exame de sangue - exame medico	exames	laboratoriais	exame	laboratorial	NA	Approved
bandeira146580	66	ficha limpa	2	2	2	bom samaritano - pessoa idonea	ficha	limpa	ficha	limpo	NA	Approved
bandeira146580	68	fio condutor	5	5	5	fio de cobre - fio de energia - fio metalico	fio	condutor	fio	condutor	NA	Approved
bandeira146580	69	força bruta	3	4	3	agressividade - pouco inteligente - violencia	força	bruta	força	bruto	NA	Approved
bandeira146580	70	gatos-pingados	0	0	0	poucas pessoas - pouco	gatos	pingados	gato	pingado	NA	Approved
bandeira146580	72	golpe baixo	2	4	2	deslealdade - jogada desleal - traição	golpe	baixo	golpe	baixo	NA	Approved
bandeira146580	73	governo federal	5	5	5	estado - representante maximo	governo	federal	governo	federal	NA	Approved
bandeira146580	74	gripe aviária	5	0	1	doença infecciosa - virose	gripe	aviária	gripe	aviário	NA	Approved
bandeira146580	75	gripe suína	5	4	3	h1n1 - virose	gripe	suína	gripe	suíno	NA	Approved
bandeira146580	78	juízo final	3	2	5	armagedom - fim dos tempo	juízo	final	juízo	final	NA	Approved
bandeira146580	79	leite integral	5	4	4	leite de cabra - leite desnatado	leite	integral	leite	integral	NA	Approved
bandeira146580	82	livro aberto	0	3	1	exposta - publica	livro	aberto	livro	aberto	NA	Approved
bandeira146580	85	lua cheia	5	4	4	lua iluminada - lua totalmente iluminada	lua	cheia	lua	cheio	NA	Approved
bandeira146580	86	lua nova	5	0	1	lua menos iluminada - lua sem iluminação	lua	nova	lua	novo	NA	Approved
bandeira146580	87	lugar-comum	1	5	2	batido - clichê - trivial	lugar	comum	lugar	comum	NA	Approved
bandeira146580	88	má-fé	0	5	1	deslealdade - desonestidade	fé	má	fé	mau	AN	Approved
bandeira146580	89	magia negra	3	0	0	culto ao mal - magia com más intenções	magia	negra	magia	negro	NA	Approved
bandeira146580	90	mão-fechada	0	0	0	mão de vaca - pão duro	mão	fechada	mão	fechado	NA	Approved
bandeira146580	96	mau contato	3	4	4	conexão instavel - problema	contato	mau	contato	mau	AN	Approved
bandeira146580	98	mau-olhado	2	5	2	inveja - olho gordo	olhado	mau	olhado	mau	AN	Approved
bandeira146580	102	navio negreiro	5	4	5	navio de escravos - navio tumbeiro	navio	negreiro	navio	negreiro	NA	Approved
bandeira146580	103	nó cego	2	0	0	algo muito apretado - nó dificil de desatar	nó	cego	nó	cego	NA	Approved
bandeira146580	106	núcleo atômico	5	5	5	centro do atomo - massa do átomo - prótons e neutrons	núcleo	atômico	núcleo	atômico	NA	Approved
bandeira146580	107	olho gordo	2	0	0	inveja - mau olhado	olho	gordo	olho	gordo	NA	Approved
bandeira146580	115	pastor alemão	0	0	0	cachorro de raça pastor alemão - raça de cachorro	pastor	alemão	pastor	alemão	NA	Approved
bandeira146580	116	pau-mandado	0	5	0	marido consciente - pessoa obediente	pau	mandado	pau	mandado	NA	Approved
bandeira146580	118	pé quente	0	0	0	que dá sorte - sortudo	pé	quente	pé	quente	NA	Approved
bandeira146580	123	planta baixa	0	0	0	desenho da estrutura - diagrama da estrutura	planta	baixa	planta	baixo	NA	Approved
bandeira146580	126	ponto cego	2	2	2	desconhecido - fora do alcance do conhecimento	ponto	cego	ponto	cego	NA	Approved
bandeira146580	129	prato feito	5	5	5	prato alacarte - prato executivo	prato	feito	prato	feito	NA	Approved
bandeira146580	131	primeira mão	0	5	1	diferentona - exclusiva - novidade	mão	primeira	mão	primeiro	AN	Approved
bandeira146580	132	primeira necessidade	4	3	4	basico - essencial	necessidade	primeira	necessidade	primeiro	AN	Approved
bandeira146580	133	primeira-dama	5	0	0	casada com político - esposa de político	dama	primeira	dama	primeiro	AN	Approved
bandeira146580	136	príncipe encantado	2	1	1	homem para casar - partido perfeito	príncipe	encantado	príncipe	encantado	NA	Approved
bandeira146580	138	pronto-socorro	1	1	1	emergencia - urgencia	socorro	pronto	socorro	pronto	AN	Approved
bandeira146580	140	quadro-negro	5	3	4	lousa - quadro de sala de aula	quadro	negro	quadro	negro	NA	Approved
bandeira146580	143	rede social	3	5	2	comunidades na internet - comunidades online - redes de comunicação online	rede	social	rede	social	NA	Approved
bandeira146580	146	relógio biológico	2	5	2	percepção humana de tempo - percepção temporal do corpo	relógio	biológico	relógio	biológico	NA	Approved
bandeira146580	149	roleta russa	2	0	0	jogo de azar - jogo de probabilidades	roleta	russa	roleta	russo	NA	Approved
bandeira146580	150	saia justa	0	0	0	situação complicada - situação constrangedora	saia	justa	saia	justo	NA	Approved
bandeira146580	155	sangue quente	2	1	1	esquentado - pavio curto - raivoso	sangue	quente	sangue	quente	NA	Approved
bandeira146580	157	segundas intenções	5	0	0	intenções libidinosas - más intenções	intenções	segundas	intenção	segundo	AN	Approved
bandeira146580	158	segundo plano	1	0	1	desprezar - postergar - relegar	plano	segundo	plano	segundo	AN	Approved
bandeira146580	161	sexto sentido	4	0	3	instinto  - intuição	sentido	sexto	sentido	sexto	AN	Approved
bandeira146580	162	sinal verde	3	2	2	consentimento - consentir - dizer sim	sinal	verde	sinal	verde	NA	Approved
bandeira146580	164	tapete vermelho	4	5	5	entrada de eventos - entrada em premiações	tapete	vermelho	tapete	vermelho	NA	Approved
bandeira146580	165	tartaruga-marinha	4	4	4	tartaruga aquatica - tartaruga que vive no mar	tartaruga	marinha	tartaruga	marinho	NA	Approved
bandeira146580	168	terceira idade	5	2	1	idoso - melhor idade - velho	idade	terceira	idade	terceiro	AN	Approved
bandeira146580	169	terceira pessoa	2	0	0	distante - modo impessoal	pessoa	terceira	pessoa	terceiro	AN	Approved
bandeira146580	171	trabalho braçal	5	3	4	trabalho de força - trabalho fisico	trabalho	braçal	trabalho	braçal	NA	Approved
bandeira146580	172	trabalho escravo	5	5	5	trabalho forçado - trabalho não remunerado	trabalho	escravo	trabalho	escravo	NA	Approved
bandeira146580	177	viva voz	3	2	3	auto falante - conferencia	voz	viva	voz	vivo	AN	Approved
bandeira146580	178	vôo doméstico	5	4	4	voo curto - voo nacional	vôo	doméstico	vôo	doméstico	NA	Approved
bandeira146580	180	voto secreto	5	5	5	escolha confidencial - voto confidencial	voto	secreto	voto	secreto	NA	Approved
barrosgr760197	1	abalo sísmico	5	5	5	terremoto - tremor	abalo	sísmico	abalo	sísmico	NA	Approved
barrosgr760197	2	acampamento militar	3	5	4	acampamento do exército - trincheiras	acampamento	militar	acampamento	militar	NA	Approved
barrosgr760197	5	água mineral	3	3	2	água da fonte - água integral	água	mineral	água	mineral	NA	Approved
barrosgr760197	6	alarme falso	1	2	1	falso perigo - susto	alarme	falso	alarme	falso	NA	Approved
barrosgr760197	8	alta temporada	1	0	1	época de maior procura - época principal	temporada	alta	temporada	alto	AN	Approved
barrosgr760197	12	amigo oculto	1	1	2	amigo secreto - jogo de trocas	amigo	oculto	amigo	oculto	NA	Approved
barrosgr760197	13	amigo secreto	4	4	4	amigo invisível - amigo oculto	amigo	secreto	amigo	secreto	NA	Approved
barrosgr760197	15	ano-novo	5	5	5	entrada - virada	ano	novo	ano	novo	NA	Approved
barrosgr760197	17	ar livre	1	1	0	natureza - rua	ar	livre	ar	livre	NA	Approved
barrosgr760197	19	ato falho	3	3	3	burrice - erro	ato	falho	ato	falho	NA	Approved
barrosgr760197	21	batata-doce	3	4	3	batata adocicada - batata não salgada	batata	doce	batata	doce	NA	Approved
barrosgr760197	22	bebida alcoólica	5	5	5	álcool - bebida etílica	bebida	alcoólica	bebida	alcoólico	NA	Approved
barrosgr760197	23	bode expiatório	0	2	0	cúmplice - espião	bode	expiatório	bode	expiatório	NA	Approved
barrosgr760197	28	caixa-preta	2	1	2	caixa de informações - caixa laranja	caixa	preta	caixa	preto	NA	Approved
barrosgr760197	29	caixeiro viajante	2	3	2	comerciantes - sacoleiros	caixeiro	viajante	caixeiro	viajante	NA	Approved
barrosgr760197	30	câmara fria	2	5	4	freezer - refrigerador	câmara	fria	câmara	frio	NA	Approved
barrosgr760197	31	carne branca	5	5	5	carne de frango - carne de peixe	carne	branca	carne	branco	NA	Approved
barrosgr760197	32	carne vermelha	4	5	4	carne de boi - carne de gado	carne	vermelha	carne	vermelho	NA	Approved
barrosgr760197	33	carro-forte	3	3	3	blindado - carro de valores	carro	forte	carro	forte	NA	Approved
barrosgr760197	34	carta aberta	1	1	2	declaração - denúncia	carta	aberta	carta	aberto	NA	Approved
barrosgr760197	35	centro comercial	1	3	2	comércio - shopping	centro	comercial	centro	comercial	NA	Approved
barrosgr760197	39	cheiro-verde	0	5	0	cebolinha e salsa - tempero verde	cheiro	verde	cheiro	verde	NA	Approved
barrosgr760197	41	círculo vicioso	1	2	1	laço - looping	círculo	vicioso	círculo	vicioso	NA	Approved
barrosgr760197	45	coluna social	2	2	2	fofocas - site de fofoca	coluna	social	coluna	social	NA	Approved
barrosgr760197	46	comida caseira	4	4	5	comida da mãe - comida de casa	comida	caseira	comida	caseiro	NA	Approved
barrosgr760197	48	conta-corrente	4	1	1	conta de banco - contas poupança	conta	corrente	conta	corrente	NA	Approved
barrosgr760197	49	coração partido	0	0	1	coração destruído - sentimentos arrasados - tristeza	coração	partido	coração	partido	NA	Approved
barrosgr760197	56	disco rígido	2	2	2	Drive de armazenamento - HD	disco	rígido	disco	rígido	NA	Approved
barrosgr760197	57	disco voador	0	4	2	nave de et - nave extraterrestre	disco	voador	disco	voador	NA	Approved
barrosgr760197	58	efeitos especiais	1	1	1	computação gráfica - montagem	efeitos	especiais	efeito	especial	NA	Approved
barrosgr760197	64	farinha integral	5	4	4	farinha bruta - farinha não refinada	farinha	integral	farinha	integral	NA	Approved
barrosgr760197	65	febre amarela	0	0	0	doença - virose 	febre	amarela	febre	amarelo	NA	Approved
barrosgr760197	71	gelo-seco	3	0	1	dióxido de carbono - fumaça	gelo	seco	gelo	seco	NA	Approved
barrosgr760197	73	governo federal	5	5	5	presidência  - presidente	governo	federal	governo	federal	NA	Approved
barrosgr760197	78	juízo final	2	3	1	apocalipse - fim dos tempos	juízo	final	juízo	final	NA	Approved
barrosgr760197	79	leite integral	5	3	4	leite comum - leite in natura	leite	integral	leite	integral	NA	Approved
barrosgr760197	80	lista negra	1	1	1	lista de inimigos - lista de odiados	lista	negra	lista	negro	NA	Approved
barrosgr760197	87	lugar-comum	1	1	2	banalidade - chavão - clichê	lugar	comum	lugar	comum	NA	Approved
barrosgr760197	88	má-fé	0	2	0	maldade - mau caráter 	fé	má	fé	mau	AN	Approved
barrosgr760197	89	magia negra	2	2	2	bruxaria - satanismo	magia	negra	magia	negro	NA	Approved
barrosgr760197	91	máquina virtual	2	5	3	máquina emulada - máquina simulada	máquina	virtual	máquina	virtual	NA	Approved
barrosgr760197	92	mar aberto	4	1	1	mar alto - oceano 	mar	aberto	mar	aberto	NA	Approved
barrosgr760197	93	maré alta	3	3	3	maré cheia - preamar	maré	alta	maré	alto	NA	Approved
barrosgr760197	101	montanha-russa	0	0	1	brinquedo - trem de parque	montanha	russa	montanha	russo	NA	Approved
barrosgr760197	105	novo-rico	4	2	4	ex-pobre  - pobre com dinheiro	rico	novo	rico	novo	AN	Approved
barrosgr760197	106	núcleo atômico	4	4	4	núcleo de um átomo - núcleo do átomo	núcleo	atômico	núcleo	atômico	NA	Approved
barrosgr760197	109	olho nu	3	3	3	olhar natural - olho puro	olho	nu	olho	nu	NA	Approved
barrosgr760197	110	ônibus executivo	5	2	2	ônibus direto - ônibus seletivo	ônibus	executivo	ônibus	executivo	NA	Approved
barrosgr760197	111	ovelha negra	1	1	2	diferente - diferentona - fora do padrão	ovelha	negra	ovelha	negro	NA	Approved
barrosgr760197	112	pão-duro	0	0	2	avarento - mão de vaca - mão fechada	pão	duro	pão	duro	NA	Approved
barrosgr760197	117	pavio curto	1	1	2	cabeça quente - falta de paciência - sangue quente	pavio	curto	pavio	curto	NA	Approved
barrosgr760197	120	pé-frio	0	0	1	azarado - sem sorte	pé	frio	pé	frio	NA	Approved
barrosgr760197	121	pente fino	1	1	1	avaliação profunda - reavaliação	pente	fino	pente	fino	NA	Approved
barrosgr760197	122	peso morto	1	1	1	inútil - sem utilidade	peso	morto	peso	morto	NA	Approved
barrosgr760197	123	planta baixa	1	1	1	planta - projeto	planta	baixa	planta	baixo	NA	Approved
barrosgr760197	124	poção mágica	5	5	5	elixir - poção	poção	mágica	poção	mágico	NA	Approved
barrosgr760197	127	ponto forte	1	1	1	melhores partes - virtudes	ponto	forte	ponto	forte	NA	Approved
barrosgr760197	128	ponto fraco	2	2	2	fraqueza  - tendão de Aquiles 	ponto	fraco	ponto	fraco	NA	Approved
barrosgr760197	131	primeira mão	0	1	1	antes de todos - primeiramente	mão	primeira	mão	primeiro	AN	Approved
barrosgr760197	132	primeira necessidade	3	2	3	maior necessidade - principal urgência	necessidade	primeira	necessidade	primeiro	AN	Approved
barrosgr760197	137	processo seletivo	5	5	5	concurso - processo escolha	processo	seletivo	processo	seletivo	NA	Approved
barrosgr760197	138	pronto-socorro	3	3	4	24 horas - pronto-atendimento 	socorro	pronto	socorro	pronto	AN	Approved
barrosgr760197	141	queda livre	3	3	3	caída rápida - queda constante	queda	livre	queda	livre	NA	Approved
barrosgr760197	142	quinta categoria	1	0	1	baixa categoria  - ralé	categoria	quinta	categoria	quinto	AN	Approved
barrosgr760197	143	rede social	1	3	1	sites de interação  - sites de relacionamento 	rede	social	rede	social	NA	Approved
barrosgr760197	144	regime político	2	4	4	sistema político - visão política	regime	político	regime	político	NA	Approved
barrosgr760197	149	roleta russa	2	0	1	loteria - loucura	roleta	russa	roleta	russo	NA	Approved
barrosgr760197	153	sangue azul	1	0	0	nobreza - riqueza	sangue	azul	sangue	azul	NA	Approved
barrosgr760197	155	sangue quente	0	0	1	ódio - raiva	sangue	quente	sangue	quente	NA	Approved
